Code produit Fournisseur;EAN;Désignation du produit (NOM COMMERCIAL); Désignation Latine; Libellé Bon de livraison; Descriptif du produit; Durée garantie; Catégorie Arborescence Internet;Slogan;Qualité livrée;Couleur;Marque;Nombre de pièces par paquet;Hauteur adulte;Les plus du produit (1);Les plus du produit (2);Les plus du produit (3);Image_principale;Image secondaire 1;Image secondaire 2;Image secondaire 3;Image secondaire 4;Image secondaire 5;Vidéo Lien youtube;Fiche PDF;Période de plantation;Période de floraison;Période de semis;Période de récolte;Période de livraison;Type de sol;Exposition;Type utilisation;Type de Livraison
3314;;Bambou Phyllostachys bissetti;;Phyllostachys bissetti C10l;Ce bambou à l'allure de buisson  compact et pleureur a la qualité d'être résistant au froid. Les chaumes de couleur vert foncé sont recouvertes d'une poudre, elles deviennent  vert olive en vieillissant. Le feuillage est également brillant, fin et léger. L'hiver son feuillage a tendance à se déshydrater mais les feuilles reviendront au printemps. Ce bambou peut atteindre 6 m/+ de haut. Il supporte des températures avoisinant les -25°C. Lors de la plantation, vous pouvez mettre une barrière anti-rhizomes pour ralentir la croissance du bambou qui peut devenir envahissant. ;1 an;1360;Très tendance, feuillage brillant ! ;En pot de 10 litres   H. 125/150 cm  ;Vert;;1;6 m/+;Résistant au froid;;;;MAA-phyllostachys_bisetti.JPG;MAA-phyllostachys_bisetti_1.JPG;;;;;;;00;;;;;1;13-14;6-7-8-10;00-Depart Fournisseur
4859;;Bambou Phyllostachys nigra;;Phyllostachys nigra C10l;Le bambou noir à la particularité que ses chaumes verts deviennent après 2 ou 3 ans, noirs. Ce noir sera encore plus prononcé si votre bambou est exposé plein soleil. Il a l'apparence d'un buisson compact, légèrement pleureur dont les feuilles vertes foncées sont fines, brillantes et légères.  Il peut atteindre 5 m/+ de haut. Il supporte des températures proches de -15°C. Vous pouvez le planter de préférence à l'abri du vent pour éviter de détériorer ses feuilles durant l hiver et placez une barrière anti-rhizomes pour ralentir la croissance du bambou qui peut devenir envahissant. ;1 an;1360;Magnifiques chaumes noirs;En pot de 10 litres  H. 100/150 cm  ;Vert;;1;5 m/+;Dès 3 ans la feuille noircit;;;;MAA-phyllostachys_nigra.jpg;MAA-;;;;;;;00;;;;;1;13-14;6-7-10;00-Depart Fournisseur
5573;;Bambou Pseudosasa japonica;;Pseudosasa japonica C10l;Le bambou flèche tient son nom de ses chaumes fins, allongés et solides. Ce bambou a l'allure de buisson compact dont la silhouette dressée est légèrement pleureuse. Ses grandes et larges feuilles brillantes sont de couleur verte foncée et grises au revers. Ce bambou atteint une hauteur de 4 m/+ ou - Il supporte des températures avoisinant les -20°C/+. Vous pouvez diminuer sa croissance en installant une barrière anti-rhizomes à la plantation même si cette variété n'est pas envahissante. Il se cultive bien en bord de mer. ;1 an;1360;Splendides feuilles luisantes !;En pot de 10 litres  H. 100/125 cm  ;Vert;;1;4 m/+ ou -;;;;;MAA-pseudosasa_japonica.JPG;MAA-;;;;;;;00;;;;;1;13-14;6-7-10;00-Depart Fournisseur
4080;;Bignone grandiflora;;Campsis grandiflora C3-4l;Cette plante grimpante originaire de Chine offre des fleurs aux couleurs intenses.  Les fleurs sont grosses en forme de trompettes, rassemblées en grappes, elles sont de couleur orangée à rouge et le centre est jaune. Les feuilles de forme ovale sont légèrement dentées et de couleur verte. La Bignone peut grimper jusqu'à 6 m de haut et de large. Elle est employée le long d'un treillage, d'une pergola ou d'une clôture. Elle résiste à des températures avoisinant les -7°C La taille est réalisable en Mars ou une fois la floraison terminée, si besoin. ;1 an;520;Une façade bien fleurie !;En pot de 3-4 litres.           Tuteuré;Orange;;1;6 m;Couleur de floraison intense;;;;MAA-campsis_grandiflora.jpg;MAA-;;;;;;;00;08-09;;;;1;13;5;00-Depart Fournisseur
8146-L4/5L;;Hortensia macrophylla 'Leuchtfeuer';;Hydrangea macro 'Leuchtfeuer' C4-5l;L'hydrangea est un des arbustes les plus magnifiques en été avec ses fleurs de couleur rouge formant une boule de 20 cm. Son feuillage caduc est ovale, dentelé, une feuille fait entre 10 et 30 cm de long et est de couleur verte. Cet arbuste à la silhouette arrondie atteint 1 à 2 m de haut et de large. Les Hydrangea sont les arbustes idéals pour apporter de la couleur dans les coins du jardin ombragé. Il supporte des températures proches de -15°C/+ et un sol frais de préférence à la plantation. Coupez les fleurs fanées en Avril et taillez l'hortensia au printemps. ;1 an;280;Jolie floraison très rustique;En pot de 4 - 5 litres;Rouge;;1;1 à 2 m;Belle couleur dans le jardin;Une floraison splendide;;;MAA-hydrangea_macrophylla_leuchtfeuer.jpg;MAA-hydrangea_macrophylla_C3l.jpg;;;;;;;00;07-08-09-10;;;;1;14-15;6-7-8;00-Depart Fournisseur
8146-TM4/5L;;Hortensia macrophylla 'Teller messalina';;Hydrangea macro 'Teller messalina' C4-5l;L'hydrangea est un des arbustes les plus magnifiques en été avec ses fleurs de couleur rose formant une boule de 20 cm. Son feuillage caduc est ovale, dentelé, une feuille fait entre 10 et 30 cm de long et est de couleur verte. Cet arbuste à la silhouette arrondie atteint 1 à 2 m de haut et de large. Les Hydrangea sont les arbustes idéals pour apporter de la couleur dans les coins du jardin ombragé. Il supporte des températures proches de -15°C/+ et un sol frais de préférence à la plantation. Coupez les fleurs fanées en Avril et taillez l'hortensia au printemps. ;1 an;280;Jolie floraison très rustique;En pot de 4 - 5 litres;Rose;;1;1 à 2 m;Belle couleur dans le jardin;Une floraison splendide;;;MAA-hydrangea_macrophylla_teller_messalina.jpg;MAA-hydrangea_macrophylla_C3l.jpg;;;;;;;00;07-08-09-10;;;;1;14-15;6-7-8;00-Depart Fournisseur
1502;;Hortensia paniculata 'Great star';;Hydrangea paniculata 'Great star' C3l;Cet Hydrangea est remarquable pour ses fleurs, en effet les pétales sont ondulés de couleur blanche, formant une boule de 15 à 20 cm et plus. Son feuillage vert est ovale, denté et ondulé. Cet arbuste à la silhouette arrondie atteint 2 m de haut sur 1.50 m de large. Les Hydrangea sont les arbustes idéals pour apporter de la couleur dans les coins du jardin ombragé   Il supporte des températures proches de -15°C. Coupez les fleurs fanées en Avril et taillez l'hortensia au printemps. ;1 an;280;Floraison magnifique et très originale;En pot de 3 litres;Blanc;;1;2 m;Une floraison remarquable;Très coloré;;;MAA-hydrangea_great_star.jpg;MAA-;;;;;;;00;07-08-09;;;;1;14-15;6-7-8;00-Depart Fournisseur
1503;;Hortensia paniculata 'Phantom';;Hydrangea paniculata 'Phantom' C3l;L'hydrangea 'Phantom' est remarquable avec ses fleurs en large cône de couleur blanche, elles deviennent roses au début de l'automne. Son feuillage vert foncé est ovale, légèrement denté et devient rouge en automne. Cet arbuste à la silhouette arrondie atteint 1.50 m de haut sur 1.20 m de large. Les Hydrangea sont les arbustes idéals pour apporter de la couleur dans les coins du jardin ombragé. Il supporte des températures proches de -20°C. Coupez les fleurs fanées en Avril et taillez l'hortensia au printemps. ;1 an;280;Culture et entretien facile;En pot de 3 litres;Blanc;;1;1.50 m;Fleurs décoratives longtemps;Très coloré;;;MAA-hydrangea_phantom.jpg;MAA-;;;;;;;00;07-08-09;;;;1;14-15;7-8-10;00-Depart Fournisseur
311;;Palmier capitata;;Butia capitata C14l;Le feuillage splendide de ce palmier est de couleur gris à vert avec des touches de bleu. Les fleurs forment de grandes inflorescences retombantes, elles sont de couleur blanc crème. Il donne des fruits comestibles de couleur jaune sur une grappe. Il peut atteindre 4 à 6 m de haut et 3 à 5 m d'envergure. Ce palmier est l'un des plus résistants au froid, il supporte des températures allant jusqu'à -13°C et à la plantez-le dans un sol de préférence drainé. Couvrez-le durant les hivers rigoureux avec un voile d hivernage.;1 an;400;Beau plamier bleuté;En pot de 14 litres  H. 60/80 cm;Blanc;;1;4 à 6 m;Résitant au froid;Un feuillage magnifique;;;MAA-butia_capitata.JPG;MAA-butia_capitata_1.JPG;;;;;;;00;06-07-08-09;;;;1;13;7-10;00-Depart Fournisseur
1802-20;;Palmier capitata;;Butia capitata C20l;Le feuillage splendide de ce palmier est de couleur grise à vert avec des touches de bleu. Les fleurs forment de grandes inflorescences retombantes, elles sont de couleur blanche crème. Il donne des fruits comestibles de couleur jaune sur une grappe. Il peut atteindre 4 à 6 m de haut et 3 à 5 m d'envergure. Ce palmier est l'un des plus résistant au froid, il supporte des températures allant jusqu'à -13°C. Plantez-le dans un sol de préférence drainé. Couvrez-le durant les hivers rigoureux avec un voile d hivernage.;1 an;400;Beau plamier bleuté;En pot de 20 litres   H. 80/100 cm;Blanc;;1;4 à 6 m;Résitant au froid;Un feuillage magnifique;;;MAA-butia_capitata.JPG;MAA-butia_capitata_1.JPG;;;;;;;00;06-07-08-09;;;;1;13;7-10;00-Depart Fournisseur
7562;;Palmier capitata;;Butia capitata C35l;Le feuillage splendide de ce palmier est de couleur grise à vert avec des touches de bleu. Les fleurs forment de grandes inflorescences retombantes, elles sont de couleur blanche crème. Il donne des fruits comestibles de couleur jaune sur une grappe. Il peut atteindre 4 à 6 m de haut et 3 à 5 m d'envergure. Ce palmier est l'un des plus résistants au froid, il supporte des températures allant jusqu'à -13°C. Plantez-le dans un sol de préférence drainé. Couvrez-le durant les hivers rigoureux avec un voile d hivernage.;1 an;400;Beau plamier bleuté;En pot de 20 litres    H. 100/150 cm;Blanc;;1;4 à 6 m;Résitant au froid;Un feuillage magnifique;;;MAA-butia_capitata.JPG;MAA-butia_capitata_1.JPG;;;;;;;00;06-07-08-09;;;;1;13;7-10;00-Depart Fournisseur
696;;Laurier Sauce;;Laurus nobilis C3l;Le laurier sauce à la silhouette érigée et pyramidale est très bien connu et est un des célèbres condiments que l'on utilise. Il s'agit de ses feuilles parfumées qui vont permettre de donner du goût à vos plats. Elles sont de couleur vert foncé. Des petites fleurs de couleur crème dégagent un parfum agréable puis viennent ensuite des baies de couleur verte devenant noir en automne. Il s'élève jusqu'à 4 m de haut sur un diamètre de 2 à 4 m. Il supporte des températures proches de -20°C. ;1 an;280;Idéal pour la cuisine !;En pot de 3 litres      H. 40/60 cm;Blanc;;1;4 m;Utiliser comme condiment;fleurs et  feuilles  parfumées;;;MAA-laurus-nobilis.jpg;MAA-;;;;;;;00;04;;;;1;13-14;6-7;00-Depart Fournisseur
1025;;Hortensia paniculata 'Vanille-Fraise';;Hydrangea panicul 'Vanille-Fraise' C3l;L'hortensia 'Vanille-Fraise' est une variété récente, l'origine de son nom est due à ses fleurs bicolores, roses et blanches. Les fleurs forment un cône magnifique dressé de 20 cm et en automne, elles deviennent rouges foncées. Son feuillage denté est vert, ovale et dentelé. Avec sa silhouette arrondie et une croissance rapide cet Hydrangea peut faire jusqu'à 2 m de haut sur 1.50 m de large. Il supporte des températures proches de -20°C. A la fin de l'hiver, supprimez les fleurs fanées et taillez votre Hortensia 'Vanille-Fraise'. ;1 an;280;Jolie floraison bicolore ;En pot de 3 litres;Multicolore;;1;2 m;Floraison bicolore en cône.;Très coloré;;;MAA-hydrangea_vanille_fraise.jpg;MAA-;;;;;;;00;07-08-09;;;;1;14-15;4-6-7-8;00-Depart Fournisseur
1755;;Laurier Sauce;;Laurus nobilis C5l;Le laurier sauce à la silhouette érigée et pyramidale est très bien connu et est un des célèbres condiments que l'on utilise. Il s'agit de ses feuilles parfumées qui vont permettre de donner du goût à vos plats. Elles sont de couleur vert foncé. Des petites fleurs de couleur crème dégagent un parfum agréable puis viennent ensuite des baies de couleur verte devenant noir en automne. Il s'élève jusqu'à 4 m de haut sur un diamètre de 2 à 4 m. Il supporte des températures proches de -20°C. ;1 an;420;Idéal pour la cuisine !;En pot de 5 litres      H. 60/80 cm;Blanc;;1;4 m;Utiliser comme condiment;fleurs et  feuilles  parfumées;;;MAA-laurus-nobilis.jpg;MAA-;;;;;;;00;04;;;;1;13-14;6-7;00-Depart Fournisseur
7039;;Laurier Sauce;;Laurus nobilis C5l;Le laurier sauce à la silhouette érigée et pyramidale est très bien connu et est un des célèbres condiments que l'on utilise. Il s'agit de ses feuilles parfumées qui vont permettre de donner du goût à vos plats. Elles sont de couleur vert foncé. Des petites fleurs de couleur crème dégagent un parfum agréable puis viennent ensuite des baies de couleur verte devenant noir en automne. Il s'élève jusqu'à 4 m de haut sur un diamètre de 2 à 4 m. Il supporte des températures proches de -20°C. ;1 an;420;Idéal pour la cuisine !;En pot de 5 litres      H. 80/100 cm;Blanc;;1;4 m;Utiliser comme condiment;fleurs et  feuilles  parfumées;;;MAA-laurus-nobilis.jpg;MAA-;;;;;;;00;04;;;;1;13-14;6-7;00-Depart Fournisseur
530;;Bignone tagliabuana 'Mme Galen';;Campsis tagliabuana 'Mme Galen' C3-4l;La floraison de cette plante grimpante est intéressante pour ses fleurs aux couleurs intenses. Cette bignone est l'une des plus rustiques, on la retrouvera sur toute la France. Les fleurs en forme de trompettes de couleur orange sont grandes et rassemblées en grappes. Ses feuilles peuvent faire jusqu'à 30 cm de long, les folioles sont ovales et de couleur verte claire. Elle peut grimper jusqu'à 4 m/+ de haut. Elle est employée le long d'un treillage, d'une pergola ou d'une clôture. Elle résiste à des températures proches de -15°C/+. Taillez-là en Mars ou une fois la floraison terminée. ;1 an;520;Une façade bien fleurie !;En pot de 3-4 litres.           Tuteuré;Orange;;1;4 m/+;Nombreuses fleurs;L une des plus rustiques;Couleur de floraison intense;;MAA-campsis_mme_galen.JPG;MAA-;;;;;;;00;07-08-09;;;;1;13;5;00-Depart Fournisseur
8164;;Buis sempervirens;;Buxus sempervirens C15l;Cet arbuste au feuillage persistant garde toujours sa couleur, il est parfait pour la taille. C est un végétal utilisé dans l art topiaire. La forme la plus courante est celle en boule. Il peut atteindre 3 à 5 m de haut et 2 m de diamètre. Ses feuilles sont petites et rondes, des fleurs crème éclosent en Mars- Avril. Il résiste jusqu à - 20°C. Il  est intéressant à planter en bac. Privilégiez un sol riche en calcaire et bien drainé. La taille se fait deux fois par an, en Mai et Septembre pour conserver sa silhouette en boule. Evitez la taille en plein soleil avec des températures élevées. ;1 an;420;Parfait pour la taille;En pot de 15 litres Boule 45 cm;Vert;;1;3 à 5 m;Tailles de mise en forme;;;;MAA-buxus_sempervirens_boule_45.JPG;MAA-;;;;;;;00;03-04;;;;1;13-14;7-8-10;00-Depart Fournisseur
1613;;Buis sempervirens;;Buxus sempervirens C25l;Cet arbuste au feuillage persistant garde toujours sa couleur, il est parfait pour la taille. C est un végétal utilisé dans l art topiaire. La forme la plus courante est celle en boule. Il peut atteindre 3 à 5 m de haut et 2 m de diamètre. Ses feuilles sont petites et rondes, des fleurs crème éclosent en Mars- Avril. Il résiste jusqu à - 20°C. Il  est intéressant à planter en bac. Privilégiez un sol riche en calcaire et bien drainé. La taille se fait deux fois par an, en Mai et Septembre pour conserver sa silhouette en boule. Evitez la taille en plein soleil avec des températures élevées. ;1 an;420;Parfait pour la taille;En pot de 25 litres Boule 50 cm;Vert;;1;3 à 5 m;Tailles de mise en forme;;;;MAA-buxus_sempervirens_boule_50.JPG;MAA-;;;;;;;00;03-04;;;;1;13-14;7-8-10;00-Depart Fournisseur
590;;Oiseau de Paradis;;Caesalpinia gilliesii C3l;Cet arbuste appelé l'oiseau de paradis dispose d'une silhouette sphérique et large. Il est remarquable avec sa floraison exceptionnelle. Les fleurs forment une grappe qui éclot sous la forme d'une coupe, de couleur jaune et les étamines rouges, les fleurs peuvent faire jusqu'à 7 cm. Le feuillage est composé de folioles de couleur vert foncé, il est léger. Le Caesalpinia peut s'élever jusqu'à 3-4 m de haut sur un étalement de 2.50 m. Il supporte des températures jusqu'à -10°C mais protégez le pendant l'hiver avec un voile d'hivernage et un paillage au pied de votre arbuste. ;1 an;420;Floraison très originale !;En pot de 3 litres;Multicolore;;1;3 à 4 m;Esthétique avec ses fruits;;;;MAA-caesalpina_gilliesii.jpg;MAA-;;;;;;;03-04;06-07-08;;;;1;13;8-10;00-Depart Fournisseur
2616;;Laurier Sauce;;Laurus nobilis C10l;Le laurier sauce à la silhouette érigée et pyramidale est très bien connu et est un des célèbres condiments que l'on utilise. Il s'agit de ses feuilles parfumées qui vont permettre de donner du goût à vos plats. Elles sont de couleur vert foncé. Des petites fleurs de couleur crème dégagent un parfum agréable puis viennent ensuite des baies de couleur verte devenant noir en automne. Il s'élève jusqu'à 4 m de haut sur un diamètre de 2 à 4 m. Il supporte des températures proches de -20°C. ;1 an;420;Idéal pour la cuisine !;En pot de 10 litres      H. 100/125 cm;Blanc;;1;4 m;Utiliser comme condiment;fleurs et feuilles  parfumées;;;MAA-laurus-nobilis.jpg;MAA-;;;;;;;00;04;;;;1;13-14;6-7;00-Depart Fournisseur
7647;;Lavande angustifolia;;Lavandula angustifolia C2l;La Lavande est une plante qui apporte un côté méditerranéen dans les jardins. Cet arbuste à la silhouette touffue offre des fleurs bleue violet, elles sont assemblées en épis. Son feuillage fin et parfumé est vert gris en raison d'un duvet gris qui recouvre les feuilles. La Lavande monte jusqu'à 80 cm et s'étale sur 60 cm. Elle résiste jusqu à -15°C. Privilégiez un sol drainant et taillez la Lavande une fois sa floraison terminée puis au printemps de façon plus courte. Les fleurs sont utilisées dans les bouquets séchés, dans des pochons senteurs, mais c'est aussi une plante médicinale. ;1 an;1060;Culture facile;En pot de 2 litres;Violet;;1;80 cm;elle dégage un parfum agréable;Plante médicinale;Propriétés nombreuses;;MAA-lavandula_angustifolia.jpg;MAA-lavandula_angustifolia_C2l.jpg;;;;;;;03-04;06-07;;;;1;13;1-7-8-9-10;00-Depart Fournisseur
